Date,Time,Day Name,Number of Payments,Number of Violations,Violation Perc.,Traffic,Facility,Peak Hour,Revenues Class
1/28/2025,10:00,Tuesday,2600,92,3.42%,2692,Lincoln,Yes,High
1/28/2025,5:00,Tuesday,1878,79,4.04%,1957,Goethals,No,High
1/28/2025,16:00,Tuesday,3098,125,3.88%,3223,GWB,Yes,High
1/28/2025,2:00,Tuesday,704,32,4.35%,736,GWB,No,High
1/28/2025,23:00,Tuesday,1281,74,5.46%,1355,GWB,No,High
1/28/2025,17:00,Tuesday,2911,125,4.12%,3036,GWB,Yes,High
1/28/2025,18:00,Tuesday,2811,139,4.71%,2950,GWB,Yes,High
1/28/2025,6:00,Tuesday,2428,141,5.49%,2569,Holland,Yes,High
1/28/2025,7:00,Tuesday,2336,131,5.31%,2467,Holland,Yes,High
1/28/2025,1:00,Tuesday,671,36,5.09%,707,GWB,No,Medium
1/28/2025,19:00,Tuesday,2089,65,3.02%,2154,Goethals,Yes,Medium
1/28/2025,0:00,Tuesday,842,42,4.75%,884,GWB,No,Medium
1/28/2025,9:00,Tuesday,2110,69,3.17%,2179,Outerbridge,Yes,Medium
1/28/2025,9:00,Tuesday,2305,95,3.96%,2400,Holland,Yes,Medium
1/28/2025,5:00,Tuesday,2181,62,2.76%,2243,Outerbridge,No,Medium
1/28/2025,8:00,Tuesday,2086,70,3.25%,2156,Outerbridge,Yes,Medium
1/28/2025,11:00,Tuesday,2906,137,4.50%,3043,GWB,No,Medium
1/28/2025,18:00,Tuesday,2395,61,2.48%,2456,Outerbridge,Yes,Medium
1/28/2025,10:00,Tuesday,1873,59,3.05%,1932,Outerbridge,Yes,Medium
1/28/2025,8:00,Tuesday,2175,106,4.65%,2281,Holland,Yes,Medium
1/28/2025,15:00,Tuesday,2751,122,4.25%,2873,GWB,No,Medium
1/28/2025,17:00,Tuesday,2231,52,2.28%,2283,Outerbridge,Yes,Medium
1/28/2025,14:00,Tuesday,2652,129,4.64%,2781,GWB,No,Medium
1/28/2025,19:00,Tuesday,2231,133,5.63%,2364,GWB,Yes,Medium
1/28/2025,13:00,Tuesday,2518,115,4.37%,2633,GWB,No,Medium
1/28/2025,16:00,Tuesday,2064,52,2.46%,2116,Outerbridge,Yes,Medium
1/28/2025,12:00,Tuesday,2498,117,4.47%,2615,GWB,No,Medium
1/28/2025,16:00,Tuesday,1922,42,2.14%,1964,Lincoln,Yes,Medium
1/28/2025,18:00,Tuesday,1961,67,3.30%,2028,Lincoln,Yes,Medium
1/28/2025,11:00,Tuesday,1941,70,3.48%,2011,Lincoln,No,Medium
1/28/2025,18:00,Tuesday,2057,73,3.43%,2130,Holland,Yes,Medium
1/28/2025,12:00,Tuesday,1668,56,3.25%,1724,Outerbridge,No,Medium
1/28/2025,17:00,Tuesday,2003,80,3.84%,2083,Holland,Yes,Medium
1/28/2025,11:00,Tuesday,1712,38,2.17%,1750,Outerbridge,No,Medium
1/28/2025,10:00,Tuesday,1784,75,4.03%,1859,Holland,Yes,Medium
1/28/2025,17:00,Tuesday,1750,40,2.23%,1790,Lincoln,Yes,Medium
1/28/2025,20:00,Tuesday,1536,67,4.18%,1603,Goethals,Yes,Medium
1/28/2025,13:00,Tuesday,1701,45,2.58%,1746,Outerbridge,No,Medium
1/28/2025,5:00,Tuesday,1863,73,3.77%,1936,Holland,No,Medium
1/28/2025,16:00,Tuesday,1813,62,3.31%,1875,Holland,Yes,Medium
1/28/2025,20:00,Tuesday,1846,99,5.09%,1945,GWB,Yes,Medium
1/28/2025,14:00,Tuesday,1720,50,2.82%,1770,Outerbridge,No,Medium
1/28/2025,4:00,Tuesday,727,43,5.58%,770,Goethals,No,Medium
1/28/2025,19:00,Tuesday,1641,51,3.01%,1692,Outerbridge,Yes,Medium
1/28/2025,15:00,Tuesday,1791,38,2.08%,1829,Outerbridge,No,Medium
1/28/2025,15:00,Tuesday,1758,53,2.93%,1811,Lincoln,No,Medium
1/28/2025,4:00,Tuesday,948,16,1.66%,964,Outerbridge,No,Medium
1/28/2025,12:00,Tuesday,1665,52,3.03%,1717,Lincoln,No,Medium
1/28/2025,13:00,Tuesday,1626,56,3.33%,1682,Lincoln,No,Medium
1/28/2025,14:00,Tuesday,1673,69,3.96%,1742,Lincoln,No,Medium
1/28/2025,21:00,Tuesday,1411,50,3.42%,1461,Goethals,No,Medium
1/28/2025,22:00,Tuesday,1305,49,3.62%,1354,Goethals,No,Medium
1/28/2025,4:00,Tuesday,1042,36,3.34%,1078,Lincoln,No,Medium
1/28/2025,19:00,Tuesday,1398,52,3.59%,1450,Lincoln,Yes,Medium
1/28/2025,19:00,Tuesday,1482,79,5.06%,1561,Holland,Yes,Medium
1/28/2025,21:00,Tuesday,1658,92,5.26%,1750,Holland,No,Medium
1/28/2025,20:00,Tuesday,1386,76,5.20%,1462,Holland,Yes,Medium
1/28/2025,15:00,Tuesday,1578,61,3.72%,1639,Holland,No,Medium
1/28/2025,20:00,Tuesday,1203,36,2.91%,1239,Outerbridge,Yes,Medium
1/28/2025,11:00,Tuesday,1462,55,3.63%,1517,Holland,No,Medium
1/28/2025,20:00,Tuesday,1201,47,3.77%,1248,Lincoln,Yes,Medium
1/28/2025,14:00,Tuesday,1493,68,4.36%,1561,Holland,No,Medium
1/28/2025,21:00,Tuesday,1346,59,4.20%,1405,Lincoln,No,Medium
1/28/2025,13:00,Tuesday,1447,54,3.60%,1501,Holland,No,Medium
1/28/2025,22:00,Tuesday,1526,70,4.39%,1596,Holland,No,Medium
1/28/2025,12:00,Tuesday,1405,52,3.57%,1457,Holland,No,Medium
1/28/2025,22:00,Tuesday,1260,60,4.55%,1320,Lincoln,No,Medium
1/28/2025,23:00,Tuesday,800,32,3.85%,832,Goethals,No,Low
1/28/2025,21:00,Tuesday,1363,86,5.94%,1449,GWB,No,Low
1/28/2025,21:00,Tuesday,1079,30,2.71%,1109,Outerbridge,No,Low
1/28/2025,3:00,Tuesday,391,20,4.87%,411,Goethals,No,Low
1/28/2025,17:00,Tuesday,1055,36,3.30%,1091,Bayonne,Yes,Low
1/28/2025,4:00,Tuesday,1266,59,4.45%,1325,GWB,No,Low
1/28/2025,0:00,Tuesday,588,27,4.39%,615,Goethals,No,Low
1/28/2025,22:00,Tuesday,1250,86,6.44%,1336,GWB,No,Low
1/28/2025,22:00,Tuesday,842,24,2.77%,866,Outerbridge,No,Low
1/28/2025,18:00,Tuesday,898,29,3.13%,927,Bayonne,Yes,Low
1/28/2025,23:00,Tuesday,885,50,5.35%,935,Lincoln,No,Low
1/28/2025,2:00,Tuesday,334,14,4.02%,348,Goethals,No,Low
1/28/2025,8:00,Tuesday,583,29,4.74%,612,Bayonne,Yes,Low
1/28/2025,1:00,Tuesday,356,13,3.52%,369,Goethals,No,Low
1/28/2025,23:00,Tuesday,692,14,1.98%,706,Outerbridge,No,Low
1/28/2025,4:00,Tuesday,813,33,3.90%,846,Holland,No,Low
1/28/2025,16:00,Tuesday,785,24,2.97%,809,Bayonne,Yes,Low
1/28/2025,9:00,Tuesday,494,15,2.95%,509,Bayonne,Yes,Low
1/28/2025,3:00,Tuesday,328,13,3.81%,341,Outerbridge,No,Low
1/28/2025,23:00,Tuesday,947,68,6.70%,1015,GWB,No,Low
1/28/2025,7:00,Tuesday,565,31,5.20%,596,Bayonne,Yes,Low
1/28/2025,6:00,Tuesday,525,32,5.75%,557,Bayonne,Yes,Low
1/28/2025,15:00,Tuesday,725,13,1.76%,738,Bayonne,No,Low
1/28/2025,10:00,Tuesday,377,18,4.56%,395,Bayonne,Yes,Low
1/28/2025,3:00,Tuesday,366,18,4.69%,384,Lincoln,No,Low
1/28/2025,14:00,Tuesday,583,19,3.16%,602,Bayonne,No,Low
1/28/2025,13:00,Tuesday,488,10,2.01%,498,Bayonne,No,Low
1/28/2025,23:00,Tuesday,724,35,4.61%,759,Holland,No,Low
1/28/2025,11:00,Tuesday,440,21,4.56%,461,Bayonne,No,Low
1/28/2025,0:00,Tuesday,354,15,4.07%,369,Outerbridge,No,Low
1/28/2025,0:00,Tuesday,513,33,6.04%,546,Lincoln,No,Low
1/28/2025,12:00,Tuesday,449,22,4.67%,471,Bayonne,No,Low
1/28/2025,2:00,Tuesday,228,7,2.98%,235,Outerbridge,No,Low
1/28/2025,2:00,Tuesday,327,13,3.82%,340,Lincoln,No,Low
1/28/2025,19:00,Tuesday,477,21,4.22%,498,Bayonne,Yes,Low
1/28/2025,0:00,Tuesday,580,43,6.90%,623,GWB,No,Low
1/28/2025,1:00,Tuesday,326,13,3.83%,339,Lincoln,No,Low
1/28/2025,1:00,Tuesday,212,10,4.50%,222,Outerbridge,No,Low
1/28/2025,0:00,Tuesday,448,34,7.05%,482,Holland,No,Low
1/28/2025,3:00,Tuesday,462,24,4.94%,486,GWB,No,Low
1/28/2025,20:00,Tuesday,344,8,2.27%,352,Bayonne,Yes,Low
1/28/2025,5:00,Tuesday,261,11,4.04%,272,Bayonne,No,Low
1/28/2025,2:00,Tuesday,249,10,3.86%,259,Holland,No,Low
1/28/2025,3:00,Tuesday,292,23,7.30%,315,Holland,No,Low
1/28/2025,1:00,Tuesday,346,20,5.46%,366,GWB,No,Low
1/28/2025,2:00,Tuesday,312,15,4.59%,327,GWB,No,Low
1/28/2025,1:00,Tuesday,258,14,5.15%,272,Holland,No,Low
1/28/2025,21:00,Tuesday,255,14,5.20%,269,Bayonne,No,Low
1/28/2025,4:00,Tuesday,95,2,2.06%,97,Bayonne,No,Low
1/28/2025,2:00,Tuesday,65,4,5.80%,69,Bayonne,No,Low
1/28/2025,22:00,Tuesday,206,5,2.37%,211,Bayonne,No,Low
1/28/2025,3:00,Tuesday,63,2,3.08%,65,Bayonne,No,Low
1/28/2025,23:00,Tuesday,125,2,1.57%,127,Bayonne,No,Low
1/28/2025,1:00,Tuesday,63,4,5.97%,67,Bayonne,No,Low
1/28/2025,0:00,Tuesday,82,10,10.87%,92,Bayonne,No,Low
1/29/2025,5:00,Wednesday,3258,99,2.95%,3357,GWB,No,High
1/29/2025,6:00,Wednesday,4014,119,2.88%,4133,GWB,Yes,High
1/29/2025,7:00,Wednesday,4140,135,3.16%,4275,GWB,Yes,High
1/29/2025,9:00,Wednesday,3854,135,3.38%,3989,GWB,Yes,High
1/29/2025,8:00,Wednesday,3970,101,2.48%,4071,GWB,Yes,High
1/29/2025,10:00,Wednesday,3732,133,3.44%,3865,GWB,Yes,High
1/29/2025,4:00,Wednesday,1597,65,3.91%,1662,GWB,No,High
1/29/2025,11:00,Wednesday,3235,128,3.81%,3363,GWB,No,High
1/29/2025,12:00,Wednesday,3497,102,2.83%,3599,GWB,No,High
1/29/2025,16:00,Wednesday,3861,139,3.48%,4000,GWB,Yes,High
1/29/2025,17:00,Wednesday,3765,150,3.83%,3915,GWB,Yes,High
1/29/2025,6:00,Wednesday,4157,108,2.53%,4265,Lincoln,Yes,High
1/29/2025,18:00,Wednesday,3498,122,3.37%,3620,GWB,Yes,High
1/29/2025,13:00,Wednesday,3377,131,3.73%,3508,GWB,No,High
1/29/2025,7:00,Wednesday,4192,98,2.28%,4290,Lincoln,Yes,High
1/29/2025,15:00,Wednesday,3454,130,3.63%,3584,GWB,No,High
1/29/2025,19:00,Wednesday,2964,116,3.77%,3080,GWB,Yes,High
1/29/2025,14:00,Wednesday,3302,106,3.11%,3408,GWB,No,High
1/29/2025,22:00,Wednesday,2789,137,4.68%,2926,GWB,No,High
1/29/2025,8:00,Wednesday,3862,82,2.08%,3944,Lincoln,Yes,High
1/29/2025,8:00,Wednesday,2701,98,3.50%,2799,Goethals,Yes,High
1/29/2025,10:00,Wednesday,2493,92,3.56%,2585,Goethals,Yes,High
1/29/2025,6:00,Wednesday,4446,178,3.85%,4624,GWB,Yes,High
1/29/2025,21:00,Wednesday,2612,117,4.29%,2729,GWB,No,High
1/29/2025,20:00,Wednesday,2508,104,3.98%,2612,GWB,Yes,High
1/29/2025,9:00,Wednesday,2442,78,3.10%,2520,Goethals,Yes,High
1/29/2025,6:00,Wednesday,2530,108,4.09%,2638,Goethals,Yes,High
1/29/2025,23:00,Wednesday,2459,143,5.50%,2602,GWB,No,High
1/29/2025,7:00,Wednesday,2217,106,4.56%,2323,Goethals,Yes,High
1/29/2025,3:00,Wednesday,871,43,4.70%,914,GWB,No,High
1/29/2025,17:00,Wednesday,3353,116,3.34%,3469,Goethals,Yes,High
1/29/2025,14:00,Wednesday,2578,99,3.70%,2677,Goethals,No,High
1/29/2025,15:00,Wednesday,2964,91,2.98%,3055,Goethals,No,High
1/29/2025,9:00,Wednesday,2929,83,2.76%,3012,Lincoln,Yes,High
1/29/2025,11:00,Wednesday,2180,81,3.58%,2261,Goethals,No,High
1/29/2025,18:00,Wednesday,3518,145,3.96%,3663,GWB,Yes,High
1/29/2025,18:00,Wednesday,3046,107,3.39%,3153,Goethals,Yes,High
1/29/2025,9:00,Wednesday,3468,141,3.91%,3609,GWB,Yes,High
1/29/2025,16:00,Wednesday,2999,93,3.01%,3092,Goethals,Yes,High
1/29/2025,8:00,Wednesday,3387,159,4.48%,3546,GWB,Yes,High
1/29/2025,16:00,Wednesday,3371,130,3.71%,3501,GWB,Yes,High
1/29/2025,13:00,Wednesday,2208,64,2.82%,2272,Goethals,No,High
1/29/2025,7:00,Wednesday,3333,181,5.15%,3514,GWB,Yes,High
1/29/2025,17:00,Wednesday,3284,139,4.06%,3423,GWB,Yes,High
1/29/2025,12:00,Wednesday,2089,69,3.20%,2158,Goethals,No,High
1/29/2025,2:00,Wednesday,795,38,4.56%,833,GWB,No,High
1/29/2025,5:00,Wednesday,3671,136,3.57%,3807,GWB,No,High
1/29/2025,5:00,Wednesday,2360,81,3.32%,2441,Lincoln,No,High
1/29/2025,0:00,Wednesday,1112,61,5.20%,1173,GWB,No,High
1/29/2025,10:00,Wednesday,2596,74,2.77%,2670,Lincoln,Yes,High
1/29/2025,5:00,Wednesday,1801,69,3.69%,1870,Goethals,No,High
1/29/2025,1:00,Wednesday,861,33,3.69%,894,GWB,No,High
1/29/2025,8:00,Wednesday,2200,68,3.00%,2268,Outerbridge,Yes,High
1/29/2025,9:00,Wednesday,2123,54,2.48%,2177,Outerbridge,Yes,High
1/29/2025,10:00,Wednesday,2658,113,4.08%,2771,GWB,Yes,High
1/29/2025,6:00,Wednesday,2161,60,2.70%,2221,Outerbridge,Yes,High
1/29/2025,6:00,Wednesday,2391,128,5.08%,2519,Holland,Yes,Medium
1/29/2025,19:00,Wednesday,2233,77,3.33%,2310,Goethals,Yes,Medium
1/29/2025,11:00,Wednesday,3016,126,4.01%,3142,GWB,No,Medium
1/29/2025,15:00,Wednesday,3006,142,4.51%,3148,GWB,No,Medium
1/29/2025,14:00,Wednesday,2982,122,3.93%,3104,GWB,No,Medium
1/29/2025,10:00,Wednesday,1925,37,1.89%,1962,Outerbridge,Yes,Medium
1/29/2025,19:00,Wednesday,2529,114,4.31%,2643,GWB,Yes,Medium
1/29/2025,18:00,Wednesday,2342,52,2.17%,2394,Outerbridge,Yes,Medium
1/29/2025,7:00,Wednesday,1961,54,2.68%,2015,Outerbridge,Yes,Medium
1/29/2025,17:00,Wednesday,2333,53,2.22%,2386,Outerbridge,Yes,Medium
1/29/2025,16:00,Wednesday,2260,53,2.29%,2313,Outerbridge,Yes,Medium
1/29/2025,5:00,Wednesday,2002,60,2.91%,2062,Outerbridge,No,Medium
1/29/2025,11:00,Wednesday,2266,67,2.87%,2333,Lincoln,No,Medium
1/29/2025,13:00,Wednesday,2668,99,3.58%,2767,GWB,No,Medium
1/29/2025,7:00,Wednesday,2057,101,4.68%,2158,Holland,Yes,Medium
1/29/2025,9:00,Wednesday,2015,95,4.50%,2110,Holland,Yes,Medium
1/29/2025,20:00,Wednesday,1761,63,3.45%,1824,Goethals,Yes,Medium
1/29/2025,18:00,Wednesday,2010,52,2.52%,2062,Lincoln,Yes,Medium
1/29/2025,12:00,Wednesday,2520,113,4.29%,2633,GWB,No,Medium
1/29/2025,17:00,Wednesday,2110,70,3.21%,2180,Holland,Yes,Medium
1/29/2025,8:00,Wednesday,1913,81,4.06%,1994,Holland,Yes,Medium
1/29/2025,11:00,Wednesday,1776,38,2.09%,1814,Outerbridge,No,Medium
1/29/2025,15:00,Wednesday,2092,42,1.97%,2134,Outerbridge,No,Medium
1/29/2025,20:00,Wednesday,2055,109,5.04%,2164,GWB,Yes,Medium
1/29/2025,14:00,Wednesday,1960,46,2.29%,2006,Outerbridge,No,Medium
1/29/2025,17:00,Wednesday,1842,38,2.02%,1880,Lincoln,Yes,Medium
1/29/2025,12:00,Wednesday,1939,65,3.24%,2004,Lincoln,No,Medium
1/29/2025,18:00,Wednesday,1936,65,3.25%,2001,Holland,Yes,Medium
1/29/2025,12:00,Wednesday,1703,43,2.46%,1746,Outerbridge,No,Medium
1/29/2025,16:00,Wednesday,1785,36,1.98%,1821,Lincoln,Yes,Medium
1/29/2025,16:00,Wednesday,1898,69,3.51%,1967,Holland,Yes,Medium
1/29/2025,13:00,Wednesday,1755,48,2.66%,1803,Outerbridge,No,Medium
1/29/2025,19:00,Wednesday,1759,35,1.95%,1794,Outerbridge,Yes,Medium
1/29/2025,5:00,Wednesday,1846,77,4.00%,1923,Holland,No,Medium
1/29/2025,4:00,Wednesday,744,45,5.70%,789,Goethals,No,Medium
1/29/2025,10:00,Wednesday,1683,65,3.72%,1748,Holland,Yes,Medium
1/29/2025,15:00,Wednesday,1869,43,2.25%,1912,Lincoln,No,Medium
1/29/2025,13:00,Wednesday,1852,61,3.19%,1913,Lincoln,No,Medium
1/29/2025,19:00,Wednesday,1578,59,3.60%,1637,Lincoln,Yes,Medium
1/29/2025,14:00,Wednesday,1782,51,2.78%,1833,Lincoln,No,Medium
1/29/2025,4:00,Wednesday,902,16,1.74%,918,Outerbridge,No,Medium
1/29/2025,21:00,Wednesday,1434,53,3.56%,1487,Goethals,No,Medium
1/29/2025,20:00,Wednesday,1442,42,2.83%,1484,Outerbridge,Yes,Medium
1/29/2025,19:00,Wednesday,1589,71,4.28%,1660,Holland,Yes,Medium
1/29/2025,4:00,Wednesday,1128,32,2.76%,1160,Lincoln,No,Medium
1/29/2025,11:00,Wednesday,1713,66,3.71%,1779,Holland,No,Medium
1/29/2025,21:00,Wednesday,1521,57,3.61%,1578,Lincoln,No,Medium
1/29/2025,21:00,Wednesday,1760,85,4.61%,1845,Holland,No,Medium
1/29/2025,22:00,Wednesday,1199,55,4.39%,1254,Goethals,No,Medium
1/29/2025,20:00,Wednesday,1454,84,5.46%,1538,Holland,Yes,Medium
1/29/2025,15:00,Wednesday,1669,71,4.08%,1740,Holland,No,Medium
1/29/2025,22:00,Wednesday,1628,86,5.02%,1714,Holland,No,Medium
1/29/2025,20:00,Wednesday,1241,48,3.72%,1289,Lincoln,Yes,Medium
1/29/2025,13:00,Wednesday,1551,69,4.26%,1620,Holland,No,Medium
1/29/2025,14:00,Wednesday,1552,87,5.31%,1639,Holland,No,Medium
1/29/2025,12:00,Wednesday,1457,63,4.14%,1520,Holland,No,Medium
1/29/2025,22:00,Wednesday,1311,56,4.10%,1367,Lincoln,No,Medium
1/29/2025,21:00,Wednesday,1540,84,5.17%,1624,GWB,No,Medium
1/29/2025,21:00,Wednesday,1136,29,2.49%,1165,Outerbridge,No,Low
1/29/2025,23:00,Wednesday,769,47,5.76%,816,Goethals,No,Low
1/29/2025,17:00,Wednesday,1034,38,3.54%,1072,Bayonne,Yes,Low
1/29/2025,23:00,Wednesday,1006,56,5.27%,1062,Lincoln,No,Low
1/29/2025,1:00,Wednesday,430,18,4.02%,448,Goethals,No,Low
1/29/2025,3:00,Wednesday,375,23,5.78%,398,Goethals,No,Low
1/29/2025,0:00,Wednesday,570,25,4.20%,595,Goethals,No,Low
1/29/2025,22:00,Wednesday,944,35,3.58%,979,Outerbridge,No,Low
1/29/2025,2:00,Wednesday,326,19,5.51%,345,Goethals,No,Low
1/29/2025,4:00,Wednesday,1054,43,3.92%,1097,GWB,No,Low
1/29/2025,16:00,Wednesday,817,19,2.27%,836,Bayonne,Yes,Low
1/29/2025,23:00,Wednesday,703,23,3.17%,726,Outerbridge,No,Low
1/29/2025,18:00,Wednesday,782,20,2.49%,802,Bayonne,Yes,Low
1/29/2025,4:00,Wednesday,817,42,4.89%,859,Holland,No,Low
1/29/2025,8:00,Wednesday,599,17,2.76%,616,Bayonne,Yes,Low
1/29/2025,3:00,Wednesday,347,16,4.41%,363,Outerbridge,No,Low
1/29/2025,9:00,Wednesday,504,21,4.00%,525,Bayonne,Yes,Low
1/29/2025,15:00,Wednesday,726,30,3.97%,756,Bayonne,No,Low
1/29/2025,7:00,Wednesday,504,20,3.82%,524,Bayonne,Yes,Low
1/29/2025,14:00,Wednesday,613,13,2.08%,626,Bayonne,No,Low
1/29/2025,23:00,Wednesday,778,38,4.66%,816,Holland,No,Low
1/29/2025,11:00,Wednesday,437,10,2.24%,447,Bayonne,No,Low
1/29/2025,6:00,Wednesday,450,22,4.66%,472,Bayonne,Yes,Low
1/29/2025,12:00,Wednesday,468,17,3.51%,485,Bayonne,No,Low
1/29/2025,0:00,Wednesday,552,35,5.96%,587,Lincoln,No,Low
1/29/2025,3:00,Wednesday,345,16,4.43%,361,Lincoln,No,Low
1/29/2025,10:00,Wednesday,400,19,4.53%,419,Bayonne,Yes,Low
1/29/2025,1:00,Wednesday,235,7,2.89%,242,Outerbridge,No,Low
1/29/2025,19:00,Wednesday,528,21,3.83%,549,Bayonne,Yes,Low
1/29/2025,13:00,Wednesday,482,17,3.41%,499,Bayonne,No,Low
1/29/2025,2:00,Wednesday,224,3,1.32%,227,Outerbridge,No,Low
1/29/2025,1:00,Wednesday,364,15,3.96%,379,Lincoln,No,Low
1/29/2025,0:00,Wednesday,333,13,3.76%,346,Outerbridge,No,Low
1/29/2025,0:00,Wednesday,525,33,5.91%,558,Holland,No,Low
1/29/2025,2:00,Wednesday,287,18,5.90%,305,Lincoln,No,Low
1/29/2025,0:00,Wednesday,459,31,6.33%,490,GWB,No,Low
1/29/2025,22:00,Wednesday,459,36,7.27%,495,GWB,No,Low
1/29/2025,20:00,Wednesday,366,12,3.17%,378,Bayonne,Yes,Low
1/29/2025,3:00,Wednesday,443,21,4.53%,464,GWB,No,Low
1/29/2025,3:00,Wednesday,324,10,2.99%,334,Holland,No,Low
1/29/2025,1:00,Wednesday,382,18,4.50%,400,Holland,No,Low
1/29/2025,5:00,Wednesday,243,12,4.71%,255,Bayonne,No,Low
1/29/2025,2:00,Wednesday,279,21,7.00%,300,Holland,No,Low
1/29/2025,1:00,Wednesday,303,22,6.77%,325,GWB,No,Low
1/29/2025,21:00,Wednesday,261,8,2.97%,269,Bayonne,No,Low
1/29/2025,22:00,Wednesday,227,13,5.42%,240,Bayonne,No,Low
1/29/2025,2:00,Wednesday,249,16,6.04%,265,GWB,No,Low
1/29/2025,4:00,Wednesday,87,5,5.43%,92,Bayonne,No,Low
1/29/2025,0:00,Wednesday,101,8,7.34%,109,Bayonne,No,Low
1/29/2025,23:00,Wednesday,131,5,3.68%,136,Bayonne,No,Low
1/29/2025,3:00,Wednesday,56,1,1.75%,57,Bayonne,No,Low
1/29/2025,2:00,Wednesday,51,2,3.77%,53,Bayonne,No,Low
1/29/2025,1:00,Wednesday,59,6,9.23%,65,Bayonne,No,Low
1/29/2025,23:00,Wednesday,8,0,0.00%,8,GWB,No,Low
1/30/2025,6:00,Thursday,4553,158,3.35%,4711,GWB,Yes,High
1/30/2025,5:00,Thursday,3292,115,3.38%,3407,GWB,No,High
1/30/2025,7:00,Thursday,4518,173,3.69%,4691,GWB,Yes,High
1/30/2025,10:00,Thursday,3519,115,3.16%,3634,GWB,Yes,High
1/30/2025,9:00,Thursday,3790,119,3.04%,3909,GWB,Yes,High
1/30/2025,8:00,Thursday,3810,127,3.23%,3937,GWB,Yes,High
1/30/2025,4:00,Thursday,1759,70,3.83%,1829,GWB,No,High
1/30/2025,11:00,Thursday,2973,97,3.16%,3070,GWB,No,High
1/30/2025,6:00,Thursday,4286,100,2.28%,4386,Lincoln,Yes,High
1/30/2025,18:00,Thursday,3580,155,4.15%,3735,GWB,Yes,High
1/30/2025,12:00,Thursday,3247,129,3.82%,3376,GWB,No,High
1/30/2025,17:00,Thursday,3667,160,4.18%,3827,GWB,Yes,High
1/30/2025,14:00,Thursday,3420,110,3.12%,3530,GWB,No,High
1/30/2025,16:00,Thursday,3446,131,3.66%,3577,GWB,Yes,High
1/30/2025,7:00,Thursday,4295,129,2.92%,4424,Lincoln,Yes,High
1/30/2025,19:00,Thursday,2976,134,4.31%,3110,GWB,Yes,High
1/30/2025,13:00,Thursday,3214,130,3.89%,3344,GWB,No,High
1/30/2025,20:00,Thursday,2603,106,3.91%,2709,GWB,Yes,High
1/30/2025,15:00,Thursday,3285,96,2.84%,3381,GWB,No,High
1/30/2025,8:00,Thursday,3930,101,2.51%,4031,Lincoln,Yes,High
1/30/2025,8:00,Thursday,2785,100,3.47%,2885,Goethals,Yes,High
1/30/2025,6:00,Thursday,2803,126,4.30%,2929,Goethals,Yes,High
1/30/2025,3:00,Thursday,1357,64,4.50%,1421,GWB,No,High
1/30/2025,6:00,Thursday,4452,164,3.55%,4616,GWB,Yes,High
1/30/2025,9:00,Thursday,2491,91,3.52%,2582,Goethals,Yes,High
1/30/2025,10:00,Thursday,2432,83,3.30%,2515,Goethals,Yes,High
1/30/2025,7:00,Thursday,2605,135,4.93%,2740,Goethals,Yes,High
1/30/2025,21:00,Thursday,2598,120,4.42%,2718,GWB,No,High
1/30/2025,9:00,Thursday,3450,98,2.76%,3548,Lincoln,Yes,High
1/30/2025,23:00,Thursday,2576,127,4.70%,2703,GWB,No,High
1/30/2025,22:00,Thursday,2242,98,4.19%,2340,GWB,No,High
1/30/2025,10:00,Thursday,3864,164,4.07%,4028,GWB,Yes,High
1/30/2025,17:00,Thursday,3175,89,2.73%,3264,Goethals,Yes,High
1/30/2025,13:00,Thursday,2253,80,3.43%,2333,Goethals,No,High
1/30/2025,7:00,Thursday,3500,189,5.12%,3689,GWB,Yes,High
1/30/2025,2:00,Thursday,1110,49,4.23%,1159,GWB,No,High
1/30/2025,12:00,Thursday,2141,66,2.99%,2207,Goethals,No,High
1/30/2025,18:00,Thursday,2935,96,3.17%,3031,Goethals,Yes,High
1/30/2025,11:00,Thursday,2136,96,4.30%,2232,Goethals,No,High
1/30/2025,0:00,Thursday,1644,111,6.32%,1755,GWB,No,High
1/30/2025,16:00,Thursday,2826,72,2.48%,2898,Goethals,Yes,High
1/30/2025,16:00,Thursday,3324,149,4.29%,3473,GWB,Yes,High
1/30/2025,10:00,Thursday,2784,82,2.86%,2866,Lincoln,Yes,High
1/30/2025,1:00,Thursday,1195,56,4.48%,1251,GWB,No,High
1/30/2025,5:00,Thursday,3757,149,3.81%,3906,GWB,No,High
1/30/2025,5:00,Thursday,1911,69,3.48%,1980,Goethals,No,High
1/30/2025,15:00,Thursday,2505,97,3.73%,2602,Goethals,No,High
1/30/2025,6:00,Thursday,2738,71,2.53%,2809,Outerbridge,Yes,High
1/30/2025,14:00,Thursday,2234,86,3.71%,2320,Goethals,No,High
1/30/2025,7:00,Thursday,2688,76,2.75%,2764,Outerbridge,Yes,High
1/30/2025,5:00,Thursday,2416,77,3.09%,2493,Lincoln,No,High
1/30/2025,18:00,Thursday,3099,126,3.91%,3225,GWB,Yes,High
1/30/2025,19:00,Thursday,2402,96,3.84%,2498,Goethals,Yes,High
1/30/2025,9:00,Thursday,2976,126,4.06%,3102,GWB,Yes,High
1/30/2025,17:00,Thursday,2971,142,4.56%,3113,GWB,Yes,High
1/30/2025,6:00,Thursday,2580,118,4.37%,2698,Holland,Yes,High
1/30/2025,8:00,Thursday,2856,121,4.06%,2977,GWB,Yes,High
